name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,regional_sales_total,decade,sales_tier,is_high_seller,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,dominant_region
The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,0.07,2000s,low,0,0.4285714285714285,0.0,0.5714285714285714,0.0,Japan
Margot's Word Brain,DS,2008,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,0.06999999999999999,2010s,low,0,0.0,0.14285714285714288,0.8571428571428572,0.0,Japan
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.07,0.08,2010s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,0.07,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Hero Bank,3DS,2014,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Mega Man Xtreme,GB,2000,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0.0,0.0,0.01,0.07,0.08,2010s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.07,0.08,2010s,low,0,0.625,0.25,0.0,0.125,North America
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07,0.08,2010s,low,0,0.375,0.5,0.0,0.125,Europe
CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0.0,0.01,0.07,0.07,2000s,low,0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,North America
Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,0.07,2000s,low,0,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,Europe
Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.5714285714285715,0.28571428571428575,0.0,0.14285714285714288,North America
Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Still Life,XB,2005,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Hang On GP,SAT,1995,Racing,Sega,0.0,0.0,0.07,0.0,0.07,0.07,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Uprising X,PS,1998,Action,3DO,0.04,0.03,0.0,0.0,0.07,0.07,1990s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0.0,0.0,0.07,0.07,2000s,low,0,0.4285714285714285,0.5714285714285714,0.0,0.0,Europe
Mega Man Xtreme 2,GB,2001,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
I-Ninja,XB,2003,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,0.07999999999999999,2000s,low,0,0.7500000000000001,0.12500000000000003,0.0,0.12500000000000003,North America
Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Summon Night,DS,2008,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
You Don't Know Jack,DS,2011,Misc,THQ,0.07,0.0,0.0,0.01,0.07,0.08,2010s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,0.08,2010s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,0.06999999999999999,2000s,low,0,0.8571428571428572,0.14285714285714288,0.0,0.0,North America
Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,0.07,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,0.07,1990s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07,0.07,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Maximum Chase,XB,2002,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,0.08,2010s,low,0,0.25,0.125,0.5,0.125,Japan
Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07,0.07,1990s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.5714285714285715,0.28571428571428575,0.0,0.14285714285714288,North America
G Darius,PS,1997,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,0.07,1990s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07,0.08,2010s,low,0,0.625,0.25,0.0,0.125,North America
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,0.07,2010s,low,0,0.0,0.7142857142857143,0.0,0.2857142857142857,Europe
Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07,0.08,2010s,low,0,0.5,0.375,0.0,0.125,North America
Rugby League 3,Wii,2010,Sports,Alternative Software,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
Backyard Hockey,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
River King: Mystic Valley (US sales),DS,2007,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Blood Drive,PS3,2010,Racing,Activision,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Squishy Tank,DS,2010,Puzzle,Natsume,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,0.07,2010s,low,0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,North America
TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,0.06999999999999999,2000s,low,0,0.8571428571428572,0.14285714285714288,0.0,0.0,North America
Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,0.07,1990s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,0.07,1990s,low,0,0.0,0.0,1.0,0.0,Japan
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.8571428571428572,0.0,0.0,0.14285714285714288,North America
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07,0.07,2010s,low,0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,North America
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,0.08,2000s,low,0,0.5,0.375,0.0,0.125,North America
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.5714285714285715,0.28571428571428575,0.0,0.14285714285714288,North America
Eiken DS,DS,2007,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,0.06999999999999999,2000s,low,0,0.8571428571428572,0.14285714285714288,0.0,0.0,North America
E.X. Troopers,3DS,2012,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0.0,0.05,0.0,0.07,0.07,2010s,low,0,0.2857142857142857,0.0,0.7142857142857143,0.0,Japan
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07,0.08,2010s,low,0,0.125,0.25,0.5,0.125,Japan
J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.0,0.2857142857142857,0.0,North America
The King of Fighters: Evolution,DC,2000,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.28571428571428575,0.5714285714285715,0.0,0.14285714285714288,Europe
Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07,0.08,2010s,low,0,0.625,0.25,0.0,0.125,North America
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.8571428571428572,0.0,0.0,0.14285714285714288,North America
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.8571428571428572,0.0,0.0,0.14285714285714288,North America
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.4285714285714286,0.4285714285714286,0.0,0.14285714285714288,North America
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.4285714285714286,0.4285714285714286,0.0,0.14285714285714288,North America
Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,0.07,1990s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,0.060000000000000005,2010s,low,0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,Europe
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,0.07,2000s,low,0,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,Europe
NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07,0.060000000000000005,2000s,low,0,0.8333333333333333,0.16666666666666666,0.0,0.0,North America
Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,0.07,2000s,low,0,0.5714285714285714,0.4285714285714285,0.0,0.0,North America
Karaoke Revolution Party,GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,0.060000000000000005,2000s,low,0,0.8333333333333333,0.16666666666666666,0.0,0.0,North America
Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.4285714285714286,0.4285714285714286,0.0,0.14285714285714288,North America
Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0.0,0.0,0.0,0.07,0.07,2010s,low,0,1.0,0.0,0.0,0.0,North America
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.4285714285714286,0.4285714285714286,0.0,0.14285714285714288,North America
Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,0.06999999999999999,2000s,low,0,0.4285714285714286,0.4285714285714286,0.0,0.14285714285714288,North America
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,0.06999999999999999,2010s,low,0,0.0,0.8571428571428572,0.0,0.14285714285714288,Europe
Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,0.07,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,0.07,2000s,low,0,0.7142857142857143,0.2857142857142857,0.0,0.0,North America
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07,0.07,2010s,low,0,0.7142857142857143,0.0,0.0,0.2857142857142857,North America
Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07,0.08,2000s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0.0,0.0,0.0,0.07,0.07,2000s,low,0,1.0,0.0,0.0,0.0,North America
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,0.07999999999999999,2000s,low,0,0.7500000000000001,0.12500000000000003,0.0,0.12500000000000003,North America
I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.07,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,0.08,2010s,low,0,0.8750000000000001,0.0,0.0,0.125,North America
